id,source,subject,from
b'9932',,A Special Gift for You!,Glen Moriarty <noreply@7cups.com>
b'9933',,Get top security for only 14.99 €!,Bitdefender <bitdefender@hello.bitdefender.com>
b'9934',,8 новых вакансий «Junior Data Analyst» в Киеве,"""Work.ua"" <website@work.ua>"
b'9935',,Маркетинговые исследования (Киев) (новые вакансии за 29.11.2019),"""rabota.ua"" <noreply@rabota.ua>"
b'9936',,Бизнес Аналитик / Системный Аналитик (Киев) (новые вакансии за 29.11.2019),"""rabota.ua"" <noreply@rabota.ua>"
b'9937',,"PHP, Junior PHP developer (Киев) (новые вакансии за 29.11.2019)","""rabota.ua"" <noreply@rabota.ua>"
b'9938',,Data scientist (Киев) (новые вакансии за 29.11.2019),"""rabota.ua"" <noreply@rabota.ua>"
b'9939',,SQL (Киев) (новые вакансии за 29.11.2019),"""rabota.ua"" <noreply@rabota.ua>"
b'9940',,Data analyst (Киев) (новые вакансии за 29.11.2019),"""rabota.ua"" <noreply@rabota.ua>"
b'9941',,"Python, Middle Python, Junior python (Киев) (новые вакансии за 29.11.2019)","""rabota.ua"" <noreply@rabota.ua>"
b'9942',,Аналитик продаж (Киев) (новые вакансии за 29.11.2019),"""rabota.ua"" <noreply@rabota.ua>"
b'9943',,Замість сніданку в ліжко - акції та знижки ➡️,Kasta <modnakasta@mailman.modnakasta.ua>
b'9944',,🖤💯 Черная пятница в разгаре! Максимальные скидки на топовые товары,ROZETKA <bestdeal@rozetka.com.ua>
b'9945',,Ми продовжили для Вас Чорну п'ятницю,"""Yakaboo.ua  Black Friday"" <support@yakaboo.ua>"
b'9946',,"Эй, Тамара Урсол, добро пожаловать в Zenkit!",Zenkit <noreply@zenkit.com>
b'9947',,Краще дістається найспритнішим ⚡️ Мерщій за знижками ➡️,Kasta <modnakasta@mailman.modnakasta.ua>
b'9948',,▶▶ШИКУЙ у ВІКЕНД◀◀,Comfy <comfy@mailersend.comfy.ua>
b'9949',,"Задание оценено: Экзамен по главе 7, CCNA R&S: Routing and Switching Essentials","""CCNA R&S: Routing and Switching Essentials"" <netacadnotifications@instructure.com>"
b'9950',,"Задание оценено: Экзамен по главе 8, CCNA R&S: Routing and Switching Essentials","""CCNA R&S: Routing and Switching Essentials"" <netacadnotifications@instructure.com>"
b'9951',,"Задание оценено: Экзамен по главе 9, CCNA R&S: Routing and Switching Essentials","""CCNA R&S: Routing and Switching Essentials"" <netacadnotifications@instructure.com>"
b'9952',,"Задание оценено: Экзамен по главе 10, CCNA R&S: Routing and Switching Essentials","""CCNA R&S: Routing and Switching Essentials"" <netacadnotifications@instructure.com>"
b'9953',,Verify your LogMeIn account,"""LogMeIn.com Auto-Mailer"" <do-not-reply@logmein.com>"
b'9954',,Эти вакансии вас могут заинтересовать!,"""rabota.ua"" <noreply@rabota.ua>"
b'9955',,"PHP, Junior PHP developer (Киев) (новые вакансии за 30.11.2019)","""rabota.ua"" <noreply@rabota.ua>"
b'9956',,Бизнес Аналитик / Системный Аналитик (Киев) (новые вакансии за 30.11.2019),"""rabota.ua"" <noreply@rabota.ua>"
b'9957',,Аналитик продаж (Киев) (новые вакансии за 30.11.2019),"""rabota.ua"" <noreply@rabota.ua>"
b'9958',,SQL (Киев) (новые вакансии за 30.11.2019),"""rabota.ua"" <noreply@rabota.ua>"
b'9959',,"BI Developer, R developer (Киев) (новые вакансии за 30.11.2019)","""rabota.ua"" <noreply@rabota.ua>"
b'9960',,Шопінг підіймає настрій. І це факт 💥 Пошопимося?,Kasta <modnakasta@mailman.modnakasta.ua>
b'9961',,🖤💚 Абсолютные хиты в финале Черной пятницы! Выбирайте любимые товары со скидками,ROZETKA <bestdeal@rozetka.com.ua>
b'9962',,Upgrade + Save 20%,edX <news@edx.org>
b'9963',,🔥 Останній день Чорної п'ятниці.,"""27.ua інтернет-гіпермаркет"" <promo@e-mail.27.ua>"
b'9964',,⏳ Останні години розпродажу року! 🏃 Мерщій за книжками,"""Yakaboo.ua  Black Friday"" <support@yakaboo.ua>"
b'9965',,Чорна п'ятниця - останній день розпродажу ➨,Comfy <comfy@mailersend.comfy.ua>
b'9966',,Эти вакансии вас могут заинтересовать!,"""rabota.ua"" <noreply@rabota.ua>"
b'9967',,У вас новые рекомендации групп: Я - ЖЕНЩИНА (женский мир) и ещё 5,Facebook <notification@facebookmail.com>
b'9968',,20+ новых вакансий «Junior Data Analyst» в Киеве за неделю,"""Work.ua"" <website@work.ua>"
b'9969',,Маркетинговые исследования (Киев): Еженедельный дайджест вакансий за 24.11.2019 - 01.12.2019,"""rabota.ua"" <noreply@rabota.ua>"
b'9970',,"BI Developer, R developer (Киев): Еженедельный дайджест вакансий за 24.11.2019 - 01.12.2019","""rabota.ua"" <noreply@rabota.ua>"
b'9971',,"Python, Middle Python, Junior python (Киев): Еженедельный дайджест вакансий за 24.11.2019 - 01.12.2019","""rabota.ua"" <noreply@rabota.ua>"
b'9972',,Machine Learning Engineer (Киев): Еженедельный дайджест вакансий за 24.11.2019 - 01.12.2019,"""rabota.ua"" <noreply@rabota.ua>"
b'9973',,Бизнес Аналитик / Системный Аналитик (Киев): Еженедельный дайджест вакансий за 24.11.2019 - 01.12.2019,"""rabota.ua"" <noreply@rabota.ua>"
b'9974',,Аналитик продаж (Киев): Еженедельный дайджест вакансий за 24.11.2019 - 01.12.2019,"""rabota.ua"" <noreply@rabota.ua>"
b'9975',,Data scientist (Киев): Еженедельный дайджест вакансий за 24.11.2019 - 01.12.2019,"""rabota.ua"" <noreply@rabota.ua>"
b'9976',,"PHP, Junior PHP developer (Киев): Еженедельный дайджест вакансий за 24.11.2019 - 01.12.2019","""rabota.ua"" <noreply@rabota.ua>"
b'9977',,Data analyst (Киев): Еженедельный дайджест вакансий за 24.11.2019 - 01.12.2019,"""rabota.ua"" <noreply@rabota.ua>"
b'9978',,SQL (Киев): Еженедельный дайджест вакансий за 24.11.2019 - 01.12.2019,"""rabota.ua"" <noreply@rabota.ua>"
b'9979',,Знижок багато не буває! Почався Cyber Monday!,Kasta <modnakasta@mailman.modnakasta.ua>
b'9980',,🤖 До -60% в Киберпонедельник! Продолжаем шопинг с киберскидками,ROZETKA <bestdeal@rozetka.com.ua>
b'9981',,Кіберпонеділок! до -50% на художню прозу,"""Yakaboo.ua"" <support@yakaboo.ua>"
b'9982',,Дополнительные меры безопасности вступят в силу через несколько дней,Payoneer <email@payoneer.com>
b'9983',,Ekaterina Miroshnikova недавно...,LinkedIn <notifications-noreply@linkedin.com>
b'9984',,Бесплатная доставка при оплате через Google Pay!,ROZETKA <bestdeal@rozetka.com.ua>
b'9985',,Скільки суконь можна купити до 199 грн? Порахуємо ➡️,Kasta <modnakasta@mailman.modnakasta.ua>
b'9986',,🔥 Вигода до -57%. Кіберпонеділок на 27.ua.,"""27.ua інтернет-гіпермаркет"" <promo@e-mail.27.ua>"
b'9987',,Забота о безопасности и взаимном уважении,Uber Eats <noreply@uber.com>
b'9988',,▞▞ КІБЕРПОНЕДІЛОК - кіберзнижки ▚▚,Comfy <comfy@mailersend.comfy.ua>
b'9989',,Make a Cyber Monday purchase you can be proud of,Codecademy Pro <pro@codecademy.com>
b'9990',,You have 4 new Page suggestions including UnitFab - Фабрика Юнитов.,Facebook <notification@facebookmail.com>
b'9991',,"Популярные женские и мужские вещи прошлой недели от ZARA, Calvin Klein, Missguided, Dr. Martens и еще 1981 товаров от мировых брендов",Шафа <hello@shafa.com.ua>
b'9992',,Эти вакансии вас могут заинтересовать!,"""rabota.ua"" <noreply@rabota.ua>"
b'9993',,"Вакансия на должность «Quality Assurance Trainee» в компании Procter & Gamble и ещё 9 вакансий, которые могут Вас заинтересовать.",LinkedIn <jobs-listings@linkedin.com>
b'9994',,📣 Ловіть знижку! -70% на всі рекламні послуги OLX,OLX <support@olx.ua>
b'9995',,4 новые вакансии «Junior Data Analyst» в Киеве,"""Work.ua"" <website@work.ua>"
b'9996',,"Python, Middle Python, Junior python (Киев) (новые вакансии за 02.12.2019)","""rabota.ua"" <noreply@rabota.ua>"
b'9997',,"BI Developer, R developer (Киев) (новые вакансии за 02.12.2019)","""rabota.ua"" <noreply@rabota.ua>"
b'9998',,Маркетинговые исследования (Киев) (новые вакансии за 02.12.2019),"""rabota.ua"" <noreply@rabota.ua>"
b'9999',,Бизнес Аналитик / Системный Аналитик (Киев) (новые вакансии за 02.12.2019),"""rabota.ua"" <noreply@rabota.ua>"
b'10000',,Data scientist (Киев) (новые вакансии за 02.12.2019),"""rabota.ua"" <noreply@rabota.ua>"
b'10001',,Machine Learning Engineer (Киев) (новые вакансии за 02.12.2019),"""rabota.ua"" <noreply@rabota.ua>"
b'10002',,"PHP, Junior PHP developer (Киев) (новые вакансии за 02.12.2019)","""rabota.ua"" <noreply@rabota.ua>"
b'10003',,Data analyst (Киев) (новые вакансии за 02.12.2019),"""rabota.ua"" <noreply@rabota.ua>"
b'10004',,Аналитик продаж (Киев) (новые вакансии за 02.12.2019),"""rabota.ua"" <noreply@rabota.ua>"
b'10005',,SQL (Киев) (новые вакансии за 02.12.2019),"""rabota.ua"" <noreply@rabota.ua>"
b'10006',,"Hurry, Only Hours Left to SAVE 20% ⏰",edX <news@edx.org>
b'10007',,Personalizing Zenkit,Zenkit <noreply@zenkit.com>
b'10008',,Электронные подарочные сертификаты Rozetka,ROZETKA <bestdeal@rozetka.com.ua>
b'10009',,"Розсилка DOU #264: зарплатне опитування, DOU Ревізор у Sigma Software, стажування грудня",DOU <support@dou.ua>
b'10010',,У вас новые рекомендации групп: ИМПЕРИЯ СМЕХА и ещё 7,Facebook <notification@facebookmail.com>
b'10011',,Эти вакансии вас могут заинтересовать!,"""rabota.ua"" <noreply@rabota.ua>"
b'10012',,Нові тарифи вже тут,Kyivstar <EMAILNEWS@kyivstar.net>
b'10013',,"4 глагола, которые должны быть в вашем резюме. Дайджест 380","""Work.ua"" <website@work.ua>"
b'10014',,12 новых вакансий «Junior Data Analyst» в Киеве,"""Work.ua"" <website@work.ua>"
b'10015',,"Python, Middle Python, Junior python (Киев) (новые вакансии за 03.12.2019)","""rabota.ua"" <noreply@rabota.ua>"
b'10016',,Machine Learning Engineer (Киев) (новые вакансии за 03.12.2019),"""rabota.ua"" <noreply@rabota.ua>"
b'10017',,Data scientist (Киев) (новые вакансии за 03.12.2019),"""rabota.ua"" <noreply@rabota.ua>"
b'10018',,Маркетинговые исследования (Киев) (новые вакансии за 03.12.2019),"""rabota.ua"" <noreply@rabota.ua>"
b'10019',,"BI Developer, R developer (Киев) (новые вакансии за 03.12.2019)","""rabota.ua"" <noreply@rabota.ua>"
b'10020',,Data analyst (Киев) (новые вакансии за 03.12.2019),"""rabota.ua"" <noreply@rabota.ua>"
b'10021',,Аналитик продаж (Киев) (новые вакансии за 03.12.2019),"""rabota.ua"" <noreply@rabota.ua>"
b'10022',,Бизнес Аналитик / Системный Аналитик (Киев) (новые вакансии за 03.12.2019),"""rabota.ua"" <noreply@rabota.ua>"
b'10023',,SQL (Киев) (новые вакансии за 03.12.2019),"""rabota.ua"" <noreply@rabota.ua>"
b'10024',,"PHP, Junior PHP developer (Киев) (новые вакансии за 03.12.2019)","""rabota.ua"" <noreply@rabota.ua>"
b'10025',,Support Our Mission 🤲,edX <info@edx.org>
b'10026',,"Тамара, подходящие вакансии",HeadHunter <no_reply@hh.ua>
b'10027',,❄️Холодно? Плануйте літо!,"""STUDY.UA"" <newslist@obuchenie.com.ua>"
b'10028',,Эти вакансии вас могут заинтересовать!,"""rabota.ua"" <noreply@rabota.ua>"
